DataSource,Latitude,Longitude,Lake,Region,Year,Month,Day,DOC_mgL,Fish_Species,SampleID,Length_mm,d13C,d15N,C.N,Av_pelagic_d13C,Av_pelagic_d15N,Av_benthic_d13C,Av_benthic_d15N,d13Ccorr.lipids,Pelagic diet proportion,Trophic position
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,24,16.583675,Northern pike,10969,610,-31.8223525,11.6005616,3.19279435,-34.74346,3.72659,-31.855,2.945,-31.4,0,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,25,16.583675,Northern pike,10975,569,-32.56905857,11.40653022,3.181848241,-34.74346,3.72659,-31.855,2.945,-32.2,0.12,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10930,565,-32.29079801,11.54461307,3.350999313,-34.74346,3.72659,-31.855,2.945,-31.5,0,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10931,560,-33.09034499,12.46789307,3.294161006,-34.74346,3.72659,-31.855,2.945,-32.5,0.22,4.6
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10932,555,-32.53941384,11.82846828,3.242387433,-34.74346,3.72659,-31.855,2.945,-32,0.05,4.4
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,25,16.583675,Northern pike,10976,553,-32.7643586,11.39507942,3.246033199,-34.74346,3.72659,-31.855,2.945,-32.2,0.12,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,24,16.583675,Northern pike,10971,550,-32.12324944,11.07574422,3.212150236,-34.74346,3.72659,-31.855,2.945,-31.7,0,4.2
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10955,547,-32.83488103,11.40445731,3.198909059,-34.74346,3.72659,-31.855,2.945,-32.4,0.19,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,21,16.583675,Northern pike,10036,520,-33.59954524,10.81493885,3.267845975,-34.74346,3.72659,-31.855,2.945,-33,0.4,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10951,495,-31.59339422,11.3898859,3.198306342,-34.74346,3.72659,-31.855,2.945,-31.2,0,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10013,492,-32.47658839,10.24282212,3.246176414,-34.74346,3.72659,-31.855,2.945,-31.9,0.02,3.9
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,21,16.583675,Northern pike,10037,486,-33.18687584,10.96764115,3.235245295,-34.74346,3.72659,-31.855,2.945,-32.7,0.29,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10941,485,-32.20365237,11.71333523,3.266547435,-34.74346,3.72659,-31.855,2.945,-31.6,0,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10954,485,-31.86888884,11.08308645,3.199091357,-34.74346,3.72659,-31.855,2.945,-31.4,0,4.2
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,21,16.583675,Northern pike,10038,475,-33.33781925,11.37962052,3.298768989,-34.74346,3.72659,-31.855,2.945,-32.7,0.29,4.3
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10936,470,-31.76657405,11.74161369,3.271920149,-34.74346,3.72659,-31.855,2.945,-31.2,0,4.4
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10938,460,-32.09264698,11.00206672,3.277360835,-34.74346,3.72659,-31.855,2.945,-31.5,0,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10933,455,-31.51141053,10.88235571,3.258856959,-34.74346,3.72659,-31.855,2.945,-30.9,0,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10937,445,-30.08993354,10.10043457,3.324952118,-34.74346,3.72659,-31.855,2.945,-29.4,0,3.9
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10934,435,-30.800307,10.9626993,3.292776519,-34.74346,3.72659,-31.855,2.945,-30.2,0,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10953,435,-31.33043895,10.46840456,3.205454258,-34.74346,3.72659,-31.855,2.945,-30.9,0,4
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10940,430,-31.69974668,11.31520976,3.259367202,-34.74346,3.72659,-31.855,2.945,-31.1,0,4.2
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10007,416,-32.77744356,9.144872589,3.247067483,-34.74346,3.72659,-31.855,2.945,-32.2,0.12,3.6
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10935,410,-30.89810486,10.92358804,3.247947238,-34.74346,3.72659,-31.855,2.945,-30.4,0,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10014,390,-31.70601954,9.487590955,3.085308408,-34.74346,3.72659,-31.855,2.945,-31.5,0,3.7
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10939,375,-32.25883476,10.72009966,3.253241946,-34.74346,3.72659,-31.855,2.945,-31.7,0,4.1
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10942,370,-31.79622052,10.09682036,3.263294328,-34.74346,3.72659,-31.855,2.945,-31.2,0,3.9
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10009,335,-31.10117221,7.810860203,3.24439896,-34.74346,3.72659,-31.855,2.945,-30.6,0,3.2
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10015,334,-31.82674238,8.360192319,3.262850573,-34.74346,3.72659,-31.855,2.945,-31.3,0,3.4
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10006,323,-32.85633577,9.697852034,3.189278444,-34.74346,3.72659,-31.855,2.945,-32.4,0.19,3.8
Moslemi,61.289633,120.582869,Ekali,NWT,2013,8,20,16.583675,Northern pike,10008,315,-32.55043104,9.019457974,3.286994811,-34.74346,3.72659,-31.855,2.945,-31.9,0.02,3.6
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10950,305,-30.53836418,9.224619666,3.201643496,-34.74346,3.72659,-31.855,2.945,-30.1,0,3.6
Moslemi,61.289633,120.582869,Ekali,NWT,2017,8,23,16.583675,Northern pike,10952,222,-29.024962,8.307760746,3.183300307,-34.74346,3.72659,-31.855,2.945,-28.6,0,3.3
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15342,1042,-29.55373808,11.06321133,3.207587801,-35.31,3.86,-31.51,3.255,-29.1,0,4.1
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15325,985,-29.0035589,11.74351431,3.132454036,-35.31,3.86,-31.51,3.255,-28.7,0,4.3
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15358,979,-28.92745934,11.69234153,3.12900548,-35.31,3.86,-31.51,3.255,-28.6,0,4.3
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15306,953,-29.56162165,10.81251054,3.142395389,-35.31,3.86,-31.51,3.255,-29.2,0,4
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15357,939,-28.84025692,11.21702674,3.348079289,-35.31,3.86,-31.51,3.255,-28.1,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15359,936,-28.53345727,11.88335702,3.16904477,-35.31,3.86,-31.51,3.255,-28.2,0,4.4
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15322,931,-29.04528537,11.40781518,3.149392025,-35.31,3.86,-31.51,3.255,-28.7,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15310,863,-29.41042637,11.22666799,3.123705828,-35.31,3.86,-31.51,3.255,-29.1,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15323,859,-28.56940622,11.66335704,3.139344286,-35.31,3.86,-31.51,3.255,-28.3,0,4.3
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15312,815,-28.6809451,11.60862787,3.097448999,-35.31,3.86,-31.51,3.255,-28.5,0,4.3
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15324,812,-28.79164583,11.87516752,3.169558086,-35.31,3.86,-31.51,3.255,-28.4,0,4.4
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15311,794,-29.26869377,11.25005967,3.12507628,-35.31,3.86,-31.51,3.255,-29,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,21,19.66,Northern pike,10198,745,-28.89,11.18,3.078967367,-35.31,3.86,-31.51,3.255,-28.7,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15343,723,-29.542509,10.83366182,3.154311116,-35.31,3.86,-31.51,3.255,-29.2,0,4.1
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15308,653,-29.35440322,11.28435053,3.095420802,-35.31,3.86,-31.51,3.255,-29.1,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15307,646,-29.60400223,10.81505437,3.119515629,-35.31,3.86,-31.51,3.255,-29.3,0,4
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,13,19.66,Northern pike,15309,639,-29.243282,10.630864,3.109558315,-35.31,3.86,-31.51,3.255,-29,0,4
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,21,19.66,Northern pike,10200,550,-29.47,10.86,3.139953493,-35.31,3.86,-31.51,3.255,-29.2,0,4.1
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,22,19.66,Northern pike,10215,475,-29.81,10.31,2.940668208,-35.31,3.86,-31.51,3.255,-30,0,3.9
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15344,474,-28.26481408,11.05396639,3.33823799,-35.31,3.86,-31.51,3.255,-27.5,0,4.1
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15348,473,-29.65668074,10.33875101,3.190385324,-35.31,3.86,-31.51,3.255,-29.2,0,3.9
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,21,19.66,Northern pike,10194,455,-29.56,11.39,3.187760765,-35.31,3.86,-31.51,3.255,-29.1,0,4.2
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15346,429,-30.19383276,10.32716433,3.342020702,-35.31,3.86,-31.51,3.255,-29.5,0,3.9
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,22,19.66,Northern pike,10211,412,-29.52,10.92,3.039738075,-35.31,3.86,-31.51,3.255,-29.4,0,4.1
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,22,19.66,Northern pike,10213,393,-29.79,9.92,3.075493316,-35.31,3.86,-31.51,3.255,-29.6,0,3.8
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,22,19.66,Northern pike,10214,384,-29.78,10.64,3.014437828,-35.31,3.86,-31.51,3.255,-29.8,0,4
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,21,19.66,Northern pike,10196,366,-29.46,10.86,3.155287866,-35.31,3.86,-31.51,3.255,-29.1,0,4.1
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15347,363,-30.19318656,10.38922322,3.384860866,-35.31,3.86,-31.51,3.255,-29.4,0,3.9
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15341,356,-30.89620592,10.41943065,3.198253833,-35.31,3.86,-31.51,3.255,-30.5,0,3.9
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,22,19.66,Northern pike,10212,315,-30.2,9.4,3.096962366,-35.31,3.86,-31.51,3.255,-30,0,3.6
Moslemi,60.538836,117.508067,Tathlina,NWT,2018,9,14,19.66,Northern pike,15360,262,-30.83328995,8.557006308,3.100286138,-35.31,3.86,-31.51,3.255,-30.6,0,3.4
Moslemi,60.538836,117.508067,Tathlina,NWT,2014,8,21,19.66,Northern pike,10197,252,-30.94,7.99,3.159011143,-35.31,3.86,-31.51,3.255,-30.6,0,3.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15060,1025,-31.70562693,12.72607875,3.3014064,-32.80333,3.57667,-30.87,2.314,-31.1,0.12,4.7
Moslemi,61.254031,120.492239,Sanguez,NWT,2016,9,9,17.312568,Northern pike,10722,1004,-31.12029872,12.55390008,3.198229257,-32.80333,3.57667,-30.87,2.314,-30.7,0,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2013,8,24,17.312568,Northern pike,10084,961,-31.49409013,12.98167697,3.216262946,-32.80333,3.57667,-30.87,2.314,-31,0.07,4.8
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,23,17.312568,Northern pike,15778,932,-30.54859498,13.04082837,3.355348402,-32.80333,3.57667,-30.87,2.314,-29.8,0,4.8
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,16,17.312568,Northern pike,15026,930,-31.39949525,12.93885221,3.215074286,-32.80333,3.57667,-30.87,2.314,-30.9,0.02,4.8
Moslemi,61.254031,120.492239,Sanguez,NWT,2013,8,24,17.312568,Northern pike,10082,910,-31.38240254,12.89463585,3.239835287,-32.80333,3.57667,-30.87,2.314,-30.9,0.02,4.7
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,22,17.312568,Northern pike,15237,904,-31.35700462,12.27499793,3.298037691,-32.80333,3.57667,-30.87,2.314,-30.7,0,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,14,17.312568,Northern pike,10991,888,-31.62032681,12.34235269,3.229547029,-32.80333,3.57667,-30.87,2.314,-31.1,0.12,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,17,17.312568,Northern pike,15043,884,-31.92041608,12.35988426,3.227985102,-32.80333,3.57667,-30.87,2.314,-31.4,0.27,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15067,877,-31.19554006,12.29674387,3.180053897,-32.80333,3.57667,-30.87,2.314,-30.8,0,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15058,870,-31.58055972,12.41187961,3.143410932,-32.80333,3.57667,-30.87,2.314,-31.3,0.22,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,31,17.312568,Northern pike,15398,866,-31.8204851,12.19620841,3.375765293,-32.80333,3.57667,-30.87,2.314,-31,0.07,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,15,17.312568,Northern pike,15002,858,-31.60722353,12.13777155,3.230357994,-32.80333,3.57667,-30.87,2.314,-31.1,0.12,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15390,855,-30.54953001,11.55880706,3.317821304,-32.80333,3.57667,-30.87,2.314,-29.9,0,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15391,852,-31.05652102,11.61736666,3.273195329,-32.80333,3.57667,-30.87,2.314,-30.5,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2013,8,25,17.312568,Northern pike,10095,850,-31.71382455,12.87496647,3.268672956,-32.80333,3.57667,-30.87,2.314,-31.1,0.12,4.7
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15393,845,-31.35713592,12.04663849,3.331633874,-32.80333,3.57667,-30.87,2.314,-30.6,0,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15388,840,-31.0538622,11.85162853,3.270779498,-32.80333,3.57667,-30.87,2.314,-30.5,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,24,17.312568,Northern pike,15801,825,-31.58518662,13.26135983,3.092024632,-32.80333,3.57667,-30.87,2.314,-31.4,0.27,4.8
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,28,17.312568,Northern pike,15377,818,-30.72651282,11.63458101,3.248639394,-32.80333,3.57667,-30.87,2.314,-30.2,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,6,1,17.312568,Northern pike,15420,812,-32.04002204,12.2330528,3.293790152,-32.80333,3.57667,-30.87,2.314,-31.4,0.27,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2016,9,8,17.312568,Northern pike,10696,799,-31.1528709,11.80145453,3.208832076,-32.80333,3.57667,-30.87,2.314,-30.7,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15059,795,-31.9164907,12.4519655,3.242021467,-32.80333,3.57667,-30.87,2.314,-31.4,0.27,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15066,790,-32.26170296,11.97538283,3.196478637,-32.80333,3.57667,-30.87,2.314,-31.8,0.48,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15068,777,-32.98048392,11.20569378,3.515143228,-32.80333,3.57667,-30.87,2.314,-31.9,0.53,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,28,17.312568,Northern pike,15376,776,-31.82274847,11.54386442,3.23617263,-32.80333,3.57667,-30.87,2.314,-31.3,0.22,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,6,1,17.312568,Northern pike,15419,774,-32.16985358,11.76344479,3.215880283,-32.80333,3.57667,-30.87,2.314,-31.7,0.43,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2016,9,8,17.312568,Northern pike,10695,769,-32.5209966,11.74766737,3.256207843,-32.80333,3.57667,-30.87,2.314,-32,0.58,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,21,17.312568,Northern pike,15231,768,-30.50538025,11.2226689,3.18344054,-32.80333,3.57667,-30.87,2.314,-30.1,0,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,22,17.312568,Northern pike,15759,767,-30.50524373,11.75759209,3.286925273,-32.80333,3.57667,-30.87,2.314,-29.9,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,21,17.312568,Northern pike,15230,760,-31.56034652,11.77851277,3.184479215,-32.80333,3.57667,-30.87,2.314,-31.1,0.12,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,24,17.312568,Northern pike,15800,756,-32.35654722,13.13653662,3.104604219,-32.80333,3.57667,-30.87,2.314,-32.1,0.64,4.8
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,22,17.312568,Northern pike,15236,753,-32.76996476,12.01641806,3.284349763,-32.80333,3.57667,-30.87,2.314,-32.2,0.69,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,23,17.312568,Northern pike,15786,753,-32.76467085,12.67353615,3.127418292,-32.80333,3.57667,-30.87,2.314,-32.5,0.84,4.7
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,22,17.312568,Northern pike,15758,743,-32.18247097,11.92093442,3.215377214,-32.80333,3.57667,-30.87,2.314,-31.7,0.43,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,22,17.312568,Northern pike,15235,737,-33.03371242,12.033676,3.274838461,-32.80333,3.57667,-30.87,2.314,-32.4,0.79,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,22,17.312568,Northern pike,15764,725,-31.28485297,11.97096288,3.299000622,-32.80333,3.57667,-30.87,2.314,-30.6,0,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15055,718,-33.67974126,11.27769784,3.280712041,-32.80333,3.57667,-30.87,2.314,-33.1,1,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15057,715,-32.96005318,11.05816637,3.160702762,-32.80333,3.57667,-30.87,2.314,-32.6,0.89,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15389,714,-32.57907582,11.55233192,3.242944057,-32.80333,3.57667,-30.87,2.314,-32,0.58,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15386,710,-33.33379541,11.57797639,3.22368166,-32.80333,3.57667,-30.87,2.314,-32.8,1,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15394,708,-31.06237296,11.58222286,3.213377401,-32.80333,3.57667,-30.87,2.314,-30.6,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,18,17.312568,Northern pike,15172,707,-31.99588057,11.90000831,3.260384141,-32.80333,3.57667,-30.87,2.314,-31.4,0.27,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,21,17.312568,Northern pike,15756,705,-32.19896377,11.99181137,3.309639346,-32.80333,3.57667,-30.87,2.314,-31.5,0.33,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,22,17.312568,Northern pike,15763,702,-32.29582017,12.27879344,3.366169677,-32.80333,3.57667,-30.87,2.314,-31.5,0.33,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,16,17.312568,Northern pike,15025,698,-32.52283851,11.60281303,3.231544739,-32.80333,3.57667,-30.87,2.314,-32,0.58,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15387,698,-32.94878264,11.43813583,3.213020057,-32.80333,3.57667,-30.87,2.314,-32.5,0.84,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,20,17.312568,Northern pike,15220,697,-33.09325991,11.11873937,3.222716905,-32.80333,3.57667,-30.87,2.314,-32.6,0.89,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,20,17.312568,Northern pike,15221,697,-32.96767127,11.0488882,3.144892671,-32.80333,3.57667,-30.87,2.314,-32.6,0.89,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15056,690,-33.44466927,11.8860243,3.238455467,-32.80333,3.57667,-30.87,2.314,-32.9,1,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,21,17.312568,Northern pike,15755,684,-31.3495042,11.3646059,3.282975447,-32.80333,3.57667,-30.87,2.314,-30.7,0,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,28,17.312568,Northern pike,15375,681,-30.97930219,11.74643665,3.179158439,-32.80333,3.57667,-30.87,2.314,-30.6,0,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,21,17.312568,Northern pike,15757,679,-32.47244902,11.65849841,3.249313277,-32.80333,3.57667,-30.87,2.314,-31.9,0.53,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,22,17.312568,Northern pike,15234,679,-33.243079,12.01439266,3.278204516,-32.80333,3.57667,-30.87,2.314,-32.6,0.89,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,24,17.312568,Northern pike,15796,678,-31.99202196,11.81277841,3.187116642,-32.80333,3.57667,-30.87,2.314,-31.6,0.38,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2016,9,8,17.312568,Northern pike,10694,678,-33.37099659,11.44091013,3.203920277,-32.80333,3.57667,-30.87,2.314,-32.9,1,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2013,8,25,17.312568,Northern pike,10091,670,-33.43094384,12.1171184,3.327105683,-32.80333,3.57667,-30.87,2.314,-32.7,0.95,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,6,1,17.312568,Northern pike,15421,668,-32.21719751,11.69941552,3.254397642,-32.80333,3.57667,-30.87,2.314,-31.7,0.43,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2013,8,25,17.312568,Northern pike,10090,668,-33.21218734,12.22225771,3.282054062,-32.80333,3.57667,-30.87,2.314,-32.6,0.89,4.5
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,18,17.312568,Northern pike,15168,668,-33.29949818,11.37578725,3.169489139,-32.80333,3.57667,-30.87,2.314,-32.9,1,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2016,9,8,17.312568,Northern pike,10693,666,-33.37099659,11.44091013,3.147019577,-32.80333,3.57667,-30.87,2.314,-33,1,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,18,17.312568,Northern pike,15169,663,-32.77006338,11.55721277,3.21184602,-32.80333,3.57667,-30.87,2.314,-32.3,0.74,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,18,17.312568,Northern pike,15165,659,-32.6157298,11.58218832,3.165702912,-32.80333,3.57667,-30.87,2.314,-32.2,0.69,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,18,17.312568,Northern pike,15171,657,-32.28039903,11.62714408,3.222036439,-32.80333,3.57667,-30.87,2.314,-31.8,0.48,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,18,17.312568,Northern pike,15065,657,-32.67211096,11.71585562,3.20239349,-32.80333,3.57667,-30.87,2.314,-32.2,0.69,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,18,17.312568,Northern pike,15166,652,-33.18613362,11.58782278,3.192585429,-32.80333,3.57667,-30.87,2.314,-32.8,1,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,20,17.312568,Northern pike,15218,651,-32.85290141,11.52496613,3.185865181,-32.80333,3.57667,-30.87,2.314,-32.4,0.79,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,20,17.312568,Northern pike,15208,650,-31.86558481,11.56875671,3.177556781,-32.80333,3.57667,-30.87,2.314,-31.5,0.33,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,29,17.312568,Northern pike,15385,645,-32.49900805,11.74472815,3.272689914,-32.80333,3.57667,-30.87,2.314,-31.9,0.53,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,20,17.312568,Northern pike,15207,644,-33.13131801,11.44726989,3.182239293,-32.80333,3.57667,-30.87,2.314,-32.7,0.95,4.3
Moslemi,61.254031,120.492239,Sanguez,NWT,2017,9,16,17.312568,Northern pike,15024,639,-33.2545143,11.6351459,3.239258007,-32.80333,3.57667,-30.87,2.314,-32.7,0.95,4.4
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,20,17.312568,Northern pike,15219,637,-32.93915121,11.04890458,3.190127123,-32.80333,3.57667,-30.87,2.314,-32.5,0.84,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2019,9,25,17.312568,Northern pike,15816,636,-31.43794871,12.36904059,3.322849976,-32.80333,3.57667,-30.87,2.314,-30.7,0,4.6
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,31,17.312568,Northern pike,15413,634,-33.01347286,11.08906622,3.241156566,-32.80333,3.57667,-30.87,2.314,-32.5,0.84,4.2
Moslemi,61.254031,120.492239,Sanguez,NWT,2018,5,31,17.312568,Northern pike,15414,631,-31.95037813,11.09834119,3.339486692,-32.80333,3.57667,-30.87,2.314,-31.2,0.17,4.2
